,id,nombre,departamento_id
493,141470.0,LOS ZORROS,14161.0
494,141477.0,OLIVA,14161.0
495,143155.0,PAMPAYASTA NORTE,14161.0
496,141484.0,PAMPAYASTA SUD,14161.0
497,143162.0,PUNTA DEL AGUA,14161.0
498,141498.0,TANCACHA,14161.0
499,141505.0,VILLA ASCASUBI,14161.0
500,143169.0,CANDELARIA SUD,14168.0
501,141512.0,CANADA DE LUQUE,14168.0
502,143176.0,CAPILLA DEL SITON,14168.0
503,143183.0,LA PAMPA,14168.0
504,141519.0,LAS PENAS,14168.0
505,143190.0,LOS MISTOLES,14168.0
506,141526.0,SARMIENTO,14168.0
507,143197.0,SIMBOLAR,14168.0
508,141533.0,SINSACATE,14168.0
509,141540.0,VILLA DEL TOTORAL,14168.0
510,141547.0,LAS ARRIAS,14175.0
511,141554.0,LUCIO V. MANSILLA,14175.0
512,141561.0,SAN JOSE DE LA DORMIDA,14175.0
513,141568.0,SAN JOSE DE LAS SALINAS,14175.0
514,141575.0,SAN PEDRO NORTE,14175.0
515,141582.0,VILLA TULUMBA,14175.0
516,143225.0,ALDEA SANTA MARIA,14182.0
517,141589.0,ALTO ALEGRE,14182.0
518,143232.0,ANA ZUMARAN,14182.0
519,141596.0,BALLESTEROS,14182.0
520,141603.0,BALLESTEROS SUD,14182.0
521,141610.0,BELL VILLE,14182.0
522,141617.0,BENJAMIN GOULD,14182.0
523,141624.0,CANALS,14182.0
524,141631.0,CHILIBROSTE,14182.0
525,141645.0,COLONIA BISMARCK,14182.0
526,141652.0,IDIAZABAL,14182.0
527,141659.0,JUSTINIANO POSSE,14182.0
528,141666.0,LABORDE,14182.0
529,141687.0,MORRISON,14182.0
530,141694.0,NOETINGER,14182.0
531,141701.0,ORDONEZ,14182.0
532,141708.0,PASCANAS,14182.0
533,141715.0,PUEBLO ITALIANO,14182.0
534,141722.0,SAN ANTONIO DE LITIN,14182.0
535,141729.0,SAN MARCOS SUD,14182.0
536,141736.0,VIAMONTE,14182.0
537,141743.0,WENCESLAO ESCALANTE,14182.0
538,180007.0,BELLA VISTA,18007.0
539,180014.0,BERON DE ASTRADA,18014.0
540,180021.0,CORRIENTES,18021.0
541,180028.0,RIACHUELO,18021.0
542,180042.0,CONCEPCION,18028.0
543,180035.0,COLONIA SANTA ROSA,18028.0
544,180056.0,TATACUA,18028.0
545,180063.0,CURUZU CUATIA,18035.0
546,180049.0,TABAY,18028.0
547,180070.0,PERUGORRIA,18035.0
548,180077.0,EMPEDRADO,18042.0
549,180084.0,ESQUINA,18049.0
550,180091.0,PUEBLO LIBERTADOR,18049.0
551,180098.0,ALVEAR,18056.0
552,180105.0,ESTACION TORRENT,18056.0
553,180126.0,LOMAS DE VALLEJOS,18063.0
554,180133.0,PALMAR GRANDE,18063.0
555,180137.0,CAROLINA,18070.0
556,180140.0,GOYA,18070.0
557,180147.0,ITATI,18077.0
558,180154.0,RAMADA PASO,18077.0
559,180161.0,COLONIA LIEBIG'S,18084.0
560,180168.0,ITUZAINGO,18084.0
561,180175.0,SAN ANTONIO,18084.0
562,180182.0,SAN CARLOS,18084.0
563,180186.0,VILLA OLIVARI,18084.0
564,180196.0,GOBERNADOR MARTINEZ,18091.0
565,180210.0,SANTA LUCIA,18091.0
566,180217.0,YATAYTI CALLE,18091.0
567,180224.0,MBURUCUYA,18098.0
568,180231.0,FELIPE YOFRE,18105.0
569,180245.0,MERCEDES,18105.0
570,180252.0,COLONIA LIBERTAD,18112.0
571,180266.0,MOCORETA,18112.0
572,180273.0,MONTE CASEROS,18112.0
