,operador_id,producto
2742,1282,PULPA DE ZANAHORIA
2743,1283,PURE DE MANZANA
2744,1283,PURE DE MANZANA CONCENTRADO
2745,1283,PURE DE PERA
2746,1283,PURE DE PERA CONCENTRADO
2747,1283,PURE DE DAMASCO
2748,1283,PURE DE DAMASCO CONCENTRADO
2749,1283,PURE DE CIRUELA CONCENTRADO 
2750,1284,JUGO CONCENTRADO DE UVA
2751,1285,VINO
2752,1286,VINO
2753,1287,AJO
2754,1288,YERBA MATE
2755,1288, TE NEGRO
2756,1288,TE ROJO
2757,1288,TE VERDE
2758,1289,PERA
2759,1289,MANZANA
2760,1290,ELAB ACEITE ROSA MOSQUETA
2761,1291,MANZANAS
2762,1291,PERAS
2763,1292,VINO
2764,1293,VINO
2765,1294,PASAS DE UVA
2766,1295,VINO
2767,1295,VINO ESPUMANTE
2768,1295,VINAGRE
2769,1295,ACETO
2770,1296,PERAS CONGELADAS
2771,1297,MIEL + EXTRACCION
2772,1297,FRACCIONAMIENTO DE MIEL
2773,1298,SESAMO
2774,1298,POROTO
2775,1298,CHIA (SALVIA HISPANICA L)
2776,1300,LANA LAVADA
2777,1300,LANA SUCIA
2778,1300,TOPS DE LANA
2779,1300,BLOUSSE (PUNCHAS)
2780,1301,YERBA MATE
2781,1301,TE NEGRO 
2782,1302,CEREALES
2783,1302,OLEAGINOSAS
2784,1303,LANA SUCIA
2785,1304,CHIA (SALVIA HISPANICA L)
2786,1305,FRUTILLA
2787,1305,FRUTILLA CONGELADA
2788,1305,ARANDANO
2789,1305,ARANDANO CONGELADO
2790,1306,ACEITE DE JOJOBA
2791,1307,MIEL
2792,1308,PROCESAMIENTO (ACONDICIONAMIENTO) DE CEREALES
2793,1308,OLEAGINOSAS
2794,1309,VINO
2795,1310,PERA
2796,1310,MANZANA
2797,1310,CIRUELAS
2798,1310,DURAZNO
2799,1310,NECTARINAS
2800,1310,CEREZAS
2801,1311,CEREALES
2802,1311,OLEAGINOSAS
2803,1311,LEGUMINOSAS.
2804,1312,CHIA (SALVIA HISPANICA L.)
2805,1313,VID
2806,1313,INCULTO
2807,1314,VID
2808,1315,VID
2809,1316,CAï¿½A DE AZUCAR
2810,1317,MANZANA
2811,1317,PERA
2812,1318,MANZANAS
2813,1318,PERAS
2814,1319,MANZANA
2815,1319,PERA
2816,1320,VACAS
2817,1320,LECHE
2818,1320,VAQUILLONAS
2819,1320,NOVILLOS
2820,1320,TERNERAS
2821,1320,TERNEROS
2822,1320,TOROS
2823,1321,MANZANAS
2824,1321,PERAS
2825,1322,MANZANA
2826,1322,PERA
2827,1323,MANZANA
2828,1323,PERA
2829,1324,MANZANA
2830,1324,PERA
2831,1325,MANZANAS
2832,1325,PERAS
2833,1326,MANZANA
2834,1326,PERA
2835,1326,DURAZNO
2836,1327,UVA DE MESA
2837,1327,PASAS DE UVA
2838,1328,ESPARRAGOS
2839,1329,CHIA (SALVIA HISPANICA L)
2840,1329,FRUTILLA
2841,1329,INCULTO
2842,1330,QUESO
2843,1330,QUESO SABORIZADO
2844,1331,ALIMENTO BALANCEADO
2845,1332,ACEITE DE GIRASOL
2846,1332,EXPELLER DE GIRASOL
2847,1332,ACEITE DE CANOLA
2848,1332,ACEITE DE SOJA
2849,1332,EXPELLER DE SOJA
2850,1332,GIRASOL
2851,1332,CANOLA
2852,1332,EXPELLER DE CANOLA
2853,1332,SORGO
2854,1332,TRIGO
2855,1332,MAIZ PISINGALLO
2856,1332,MAIZ
2857,1332,SOJA
2858,1333,ARANDANO
2859,1333,FRAMBUESA
2860,1333,ZAPALLO
2861,1334,MANI.
2862,1335,JUGO CONCENTRADO CONGELADO DE NARANJA
2863,1335,JUGO CONCENTRADO CONGELADO DE MANDARINA
2864,1335,JUGO CONCENTRADO CONGELADO DE POMELO
2865,1335,JUGO CONCENTRADO CONGELADO DE LIMON
2866,1335,JUGO PASTEURIZADO CONGELADO DE NARANJA
2867,1335,JUGO PASTEURIZADO CONGELADO DE MANDARINA
2868,1335,JUGO PASTEURIZADO CONGELADO DE POMELO
2869,1335,JUGO PASTEURIZADO CONGELADO DE LIMON
2870,1335,ACEITE ESENCIAL DE NARANJA
2871,1335,ACEITE ESENCIAL DE MANDARINA
2872,1335,ACEITE ESENCIAL DE POMELO
2873,1335,ACEITE ESENCIAL DE LIMON
2874,1335,SEMILLAS DE LIMON
2875,1335,SEMILLAS DE POMELO
2876,1336,VINO
2877,1337,VINO
2878,1338,VINO
2879,1339,MANZANAS
2880,1339,PERAS
2881,1340,MOSTO DE UVA
2882,1341,OREGANO
2883,1341,TOMILLO
2884,1341,ROMERO
2885,1341,LAVANDA
2886,1341,MENTA
2887,1341,MAIZ
2888,1341,ZAPALLO ANCO
2889,1342,SMOOTHIES
2890,1342,JUGOS
2891,1342,DULCES
2892,1342,AROMATICAS
2893,1342,AZUCAR
2894,1342,FRUTAS
2895,1342,PULPAS
2896,1342,PASAS
2897,1343,CHIA (SALVIA HISPANICA L)
2898,1343,POROTO
2899,1343,GARBANZO
2900,1344,AZUCAR DE CAï¿½A
2901,1344,CHIA (SALVIA HISPANICA L)
2902,1344,POROTO
2903,1344,AJO NEGRO
2904,1344,MELAZA
2905,1344,CEREALES
2906,1345,ACEITE DE LIMPIEZA
2907,1345,EMULSION CORPORAL ANTIAGE
2908,1345,EMULSION CORPORAL NUTRITIVA
2909,1345,EMULSION CORPORAL SUAVIZANTE
2910,1345,CREMA FACIAL ANTIAGE
2911,1345,CREMA FACIAL DIURNA
2912,1345,CREMA FACIAL NOCTURNA NUTRITIVA
2913,1345,SERUM CONTORNO DE LABIOS
2914,1345,SERUM CONTORNO DE OJOS
2915,1345,TONICO FACIAL
2916,1346,MANI
2917,1346,MANI CONFITERIA
2918,1346,MANI FRITO SALADO
2919,1346,MANI TOSTADO
2920,1346,ACEITE DE MANI
2921,1346,HARINA DE MANI
2922,1347,ARROZ INTEGRAL
2923,1347,PULIDO
2924,1347,LINO
2925,1347,MIJO
2926,1347,SORGO
2927,1347,MAIZ
2928,1347,AZUCAR
2929,1347,CENTENO
2930,1348,CEREALES
2931,1348,OLEAGINOSAS
2932,1349,MANZANA
2933,1349,ZAPALLO
2934,1349,ZANAHORIA
2935,1349,CEBOLLA
2936,1349,ECHALOTTE
2937,1349,INCULTO
2938,1349,ZAPALLO ANCO
2939,1349,AJO
2940,1349,DESCANSO
2941,1349,BROCOLI
2942,1349,CAMPO NATURAL
2943,1350,CAï¿½A DE AZUCAR
2944,1351,CAï¿½A DE AZUCAR
2945,1352,CAï¿½A DE AZUCAR
2946,1353,MANZANA
2947,1353,PERA
2948,1354,MANZANAS
2949,1354,PERAS
2950,1355,CHIA (SALVIA HISPANICA L.)
2951,1356,VACAS
2952,1356,TERNEROS
2953,1356,TERNERAS
2954,1356,VAQUILLONAS
2955,1356,TOROS
2956,1357,MIEL
2957,1357,SUBPRODUCTOS DE LA COLMENA.
2958,1358,MAIZ
2959,1358,SOJA
2960,1358,GIRASOL
2961,1358,TRIGO
2962,1358,CEBADA
2963,1358,CANOLA
2964,1360,VINO
2965,1361,VINO
2966,1362,CEREZAS
2967,1363,PERA
2968,1363,MANZANA
2969,1363,CEREZA
2970,1364,HIGOS
2971,1364,GRANADAS
2972,1364,PALTAS
2973,1365,TRUCHAS A LAS FINAS HIERBAS
2974,1365,PATE DE TRUCHA
2975,1365,TRUCA AL AJI KITUCHO
2976,1366,TE
2977,1367,FRUTILLA CONGELADA
2978,1367,ARANDANO CONGELADO
2979,1367,FRAMBUESA CONGELADA
2980,1367,MORAS CONGELADAS
2981,1367,ESPARRAGO CONGELADOS
2982,1368,ARANDANO
2983,1368,ARANDANO CONGELADO
2984,1369,ACEITE DE OLIVA
2985,1370,CAï¿½A DE CASTILLA
2986,1371,MANZANA
2987,1371,PERA
2988,1372,MANZANA
2989,1372,PERA
2990,1373,DESCANSO
2991,1374,VID
2992,1376,PULPA DE MANZANA
2993,1376,PURE DE MANZANA
2994,1376,PULPA DE PERA
2995,1376,PURE DE PERA
2996,1377,PULPA DE PERA
2997,1377,PULPA CONCENTRADA DE PERA
2998,1377,PULPA DE MANZANA
2999,1377,PULPA CONCENTRADA DE MANZANA
3000,1377,PULPA DE DURAZNO
3001,1377,PULPA CONCENTRADA DE DURAZNO
3002,1377,PULPA DE DAMASCO
3003,1377,PULPA CONCENTRADA DE DAMASCO
3004,1377,PULPA DE ZAPALLO
3005,1377,PULPA DE ZANAHORIA
3006,1377,PURE DE PERA CONCENTRADO
3007,1377,PURE DE PERA
3008,1377,PURE DE MANZANA
3009,1377,PURE DE MANZANA CONCENTRADO
3010,1377,PURE DE DURAZNO
3011,1377,PURE DE DURAZNO CONCENTRADO
3012,1377,PURE DE DAMASCO
3013,1377,PURE DE DAMASCO CONCENTRADO
3014,1377,PURE DE ZAPALLO
3015,1377,PURE DE ZANAHORIA
3016,1377,PURE DE BATATA
3017,1379,CAï¿½A DE AZUCAR
3018,1380,PERA
3019,1380,MANZANA
3020,1380,MEMBRILLO
3021,1380,INCULTO
3022,1380,DAMASCO
3023,1380,CIRUELA
3024,1380,AVELLANAS
3025,1380,ALMENDRAS
3026,1380,DURAZNO
3027,1380,CEREZA
3028,1381,VINO
3029,1382,NUEZ
3030,1383,PERA
3031,1383,MANZANA
3032,1384,MANZANA
3033,1384,PERA
3034,1384,DURAZNO
3035,1385,ARROZ INTEGRAL
3036,1385,BLANCO PULIDO
3037,1385,PARTIDO - ACOPIO DE MAIZ
3038,1385,SORGO
3039,1385,MIJO
3040,1385,LINO
3041,1386,CAï¿½A DE AZUCAR
3042,1387,VID
